0x100113d8: ret;
0x1008b143: rep ret;
0x10130390: les edx, [eax]; xor eax, eax; ret;
0x100263be: scasb; or edi, edi; push esi; ret;
0x1012138a: pop esi; add esp, 0x00000108; ret;
0x1014c538: lea eax, [esi+0x01]; pop esi; ret;
0x100699e2: xor [edx], dl; add [eax], al; ret;
0x100108e2: sub [edx], al; add [eax], al; ret;
0x10012d28: pop ebx; add esp, 0x00000088; ret;
0x1013afca: pop ebx; add esp, 0x00001088; ret;
0x1005ad1b: add [eax], al; add esp, 0x78; ret;
0x10085173: or [eax], eax; add [eax], al; ret;
0x10060322: mov [ecx], al; add [eax], al; ret;
0x101304d6: push [ebp+0x03]; or eax, eax; ret;
0x10118e89: add [eax], al; add esp, 0x60; ret;
0x1007382e: into; fadd [eax]; add dh, dh; ret;
0x1001175f: mov eax, 0x00000073; pop esi; ret;
0x10126015: pop esi; add esp, 0x00000088; ret;
0x1015178f: adc eax, 0x5FC68B10; pop esi; ret;
0x10129511: mov eax, 0x0000000D; pop ebx; ret;
0x100e1d22: sub [edx], cl; add [eax], al; ret;
0x1014ccf4: lds ebx, [esi+0x5D]; pop ebx; ret;
0x10109f4f: push es; mov eax, 0x101E22DC; ret;
0x10157e80: mov eax, 0xFFFFFFFB; pop ebx; ret;
0x10073cc0: pop ebx; add esp, 0x00001004; ret;
0x101339c0: pop ebx; add esp, 0x00000104; ret;
0x10028502: xor [ebx], bl; add [eax], al; ret;
0x1014c49a: mov eax, 0x0000000A; pop ebx; ret;
0x10154114: adc eax, 0x08468B10; pop esi; ret;
0x10011745: mov eax, 0x00000072; pop esi; ret;
0x10142233: pop ebx; add esp, 0x00000148; ret;
0x10057954: pop edi; add esp, 0x00000208; ret;
0x10098f92: mov [edx], al; add [eax], al; ret;
0x10051f6b: cmp [ecx], dl; add [eax], al; ret;
0x10158f41: add [eax], al; add [ebx], dh; ret;
0x101291b0: mov [edx+0x2C], ebx; pop ebx; ret;
0x100e1d02: pop eax; mov edx, [ecx+0x5C]; ret;
0x10023802: sbb [ebx], al; add [eax], al; ret;
0x1010e3cf: pop esi; add esp, 0x00002004; ret;
0x10010715: add [eax], al; add esp, 0x20; ret;
0x1010f02c: pop ebx; add esp, 0x00001010; ret;
0x10023684: add [eax], al; and eax, 0x40; ret;
0x1008bb17: pop ebx; add esp, 0x00001000; ret;
0x100117e1: mov eax, 0x00000080; pop esi; ret;
0x1009ceae: pop ebx; add esp, 0x00002000; ret;
0x1012ef1d: pop esi; mov [edx+0x04], ecx; ret;
0x1003f418: mov [esi+0x30], eax; pop esi; ret;
0x101270bf: pop edi; add esp, 0x00001000; ret;
0x1002ea32: sub [ecx], dl; add [eax], al; ret;
0x101294d4: mov [ecx+0x38], ebx; pop ebx; ret;
0x100117c7: mov eax, 0x0000007F; pop esi; ret;
0x10109f1f: push es; mov eax, 0x101F8808; ret;
0x1012ee92: mov [eax+0x14], ebx; pop ebx; ret;
0x10014ac2: xor [ecx], al; add [eax], al; ret;
0x1001248a: mov al, [eax]; add [eax], al; ret;
0x10135a87: mov eax, 0xFFFFFF98; pop ebx; ret;
0x100117ad: mov eax, 0x0000007E; pop esi; ret;
0x1005f9e7: sete al; add esp, 0x00000108; ret;
0x101295e2: mov eax, 0x00000009; pop ebx; ret;
0x10011571: mov eax, 0x0000008A; pop esi; ret;
0x1015815d: mov [eax+0x10], ecx; pop esi; ret;
0x10152eea: sar edx, 0x08; mov [eax], dl; ret;
0x10150ea0: push es; mov eax, 0x00000003; ret;
0x10011c82: and eax, ebx; mov ax, 0x23A3; ret;
0x100708e0: and [ecx], al; add [eax], al; ret;
0x10130f1d: pop esi; mov [ecx+0x04], eax; ret;
0x1012eeea: sbb eax, 0xFFFFFFFF; pop ebx; ret;
0x100458a2: cmp [eax], dl; add [eax], al; ret;
0x10041042: add [ebx], bl; add [eax], al; ret;
0x100cb72a: add [eax], al; add esp, 0x4C; ret;
0x10158c33: add [edi], cl; xchg eax, esp; ret;
0x10131f0f: pop esi; add esp, 0x00000184; ret;
0x10011675: mov eax, 0x00000087; pop esi; ret;
0x1011fdb2: adc [ecx], al; add [eax], al; ret;
0x1014c37c: mov eax, 0x00000012; pop ebx; ret;
0x1010ab82: sbb [edx], dl; add [eax], al; ret;
0x100710ab: popad; inc [eax]; add dh, dh; ret;
0x100b52d2: and [edx], cl; add [eax], al; ret;
0x100f41c4: adc [eax-0x18], dl; push ebp; ret;
0x10132d84: mov [ebx+0x08], ecx; pop ebx; ret;
0x101043e4: mov [esi+0x2C], eax; pop esi; ret;
0x10153617: pop esi; add esp, 0x00002808; ret;
0x10011e46: cmp ecx, 0x0000008F; sete al; ret;
0x10095a02: add al, 0x6A; add [ebx], edi; ret;
0x1010ab22: xor [esi], dl; add [eax], al; ret;
0x10060982: test al, 0x00; add [eax], al; ret;
0x100462aa: push es; mov eax, 0x1020C008; ret;
0x1014c257: mov eax, 0x0000000F; pop ebx; ret;
0x1004a51c: rcl [eax], cl; add [ebx], bh; ret;
0x10011c73: and eax, ebx; mov ax, 0x23A4; ret;
0x10011779: mov eax, 0x00000074; pop esi; ret;
0x1009cfa0: pop esi; add esp, 0x00001000; ret;
0x101340d4: pop ebp; xor al, al; pop ebx; ret;
0x1001158b: mov eax, 0x0000008F; pop esi; ret;
0x1004ae66: pop eax; sbb eax, 0xDDE85210; ret;
0x100bb552: cwde; dec ebp; add [eax], al; ret;
0x1013f94c: sub esp, eax; adc edx, [eax]; ret;
0x10123a07: add esp, 0x08; add esp, 0x40; ret;
0x10011627: mov eax, 0x00000069; pop esi; ret;
0x100245e2: cmp [edi], bh; add [eax], al; ret;
0x1014c3fb: mov eax, 0x00000014; pop ebx; ret;
0x10135340: pop ebx; add esp, 0x000100F4; ret;
0x10045e12: xor [ebx], al; add [eax], al; ret;
0x1005c7b3: adc [eax], al; add [ebx], bh; ret;
0x1014c45b: mov eax, 0x00000007; pop ebx; ret;
0x1010158b: inc [eax-0x3D]; xor eax, eax; ret;
0x10011523: mov eax, 0x00000066; pop esi; ret;
0x101341da: pop ebx; add esp, 0x00000244; ret;
0x1014c4af: mov eax, 0x00000013; pop ebx; ret;
0x1014e234: mov [edx+0x04], ecx; pop ebx; ret;
0x1008a490: inc eax; mov [eax+0x04], edx; ret;
0x101294e2: mov [eax+0x38], ebx; pop ebx; ret;
0x10132ad4: mov [ecx+0x18], ebx; pop ebx; ret;
0x1010f19d: cmp [eax], ah; add [eax], al; ret;
0x10114d18: add al, 0x8B; add [ebx], edi; ret;
0x1004c5b2: test al, 0x01; add [eax], al; ret;
0x1001bf32: adc [edx], al; add [eax], al; ret;
0x100b8f67: mov dl, [esi]; adc [ebx], bh; ret;
0x1014c431: mov eax, 0x00000006; pop ebx; ret;
0x100988e2: sbb [edx], al; add [eax], al; ret;
0x100cfe6e: aam 0x01; pop ds; adc al, ch; ret;
0x100827b3: pop ebx; add esp, 0x00000108; ret;
0x10131065: pop esi; add esp, 0x00000084; ret;
0x101580b6: mov eax, 0xFFFFFFFE; pop ebx; ret;
0x10129608: mov eax, 0x0000000C; pop ebx; ret;
0x10041d02: sbb [edx], bl; add [eax], al; ret;
0x101294f0: mov [edx+0x38], ebx; pop ebx; ret;
0x101291a2: mov [eax+0x2C], ebx; pop ebx; ret;
0x1010ef7b: pop ebx; add esp, 0x00002014; ret;
0x10011509: mov eax, 0x00000065; pop esi; ret;
0x100979d2: sbb [ebx], dl; add [eax], al; ret;
0x10028792: test al, 0x19; add [eax], al; ret;
0x10072462: dec eax; mov edx, [ecx+0x4C]; ret;
0x1014c28c: mov eax, 0x00000010; pop ebx; ret;
0x10011c6e: and eax, ebx; mov ax, 0x23A0; ret;
0x1012ee84: mov [ecx+0x14], ebx; pop ebx; ret;
0x1012e003: cmp al, 0x83; les edx, [eax]; ret;
0x101316f1: pop esi; add esp, 0x0000014C; ret;
0x10011f7a: xor al, [eax]; add [eax], al; ret;
0x10072af2: inc esi; push cs; add dh, dh; ret;
0x100122ae: add eax, [eax]; xor eax, eax; ret;
0x10137ace: pop esi; add esp, 0x00000098; ret;
0x1012ffba: add al, 0x83; les ebx, [eax]; ret;
0x10012390: adc [eax], al; add [eax], al; ret;
0x10129194: mov [ecx+0x2C], ebx; pop ebx; ret;
0x101582ae: mov [edx+0x58], eax; pop ebx; ret;
0x100256f2: cmp [edx], al; add [eax], al; ret;
0x100106c6: pop esi; mov [edx+ecx], 0x00; ret;
0x10072fa2: add [ebx], ch; add [eax], al; ret;
0x1005537a: pop edi; add esp, 0x00000104; ret;
0x100909c4: mov [esi+0x4C], eax; pop esi; ret;
0x10124ead: mov [esi+0x3C], eax; pop esi; ret;
0x100116dd: mov eax, 0x0000006D; pop esi; ret;
0x1004f918: and al, 0x78; add [ebx], edi; ret;
0x100116c3: mov eax, 0x0000006C; pop esi; ret;
0x1011fe52: and [ebx], al; add [eax], al; ret;
0x1010e184: pop esi; add esp, 0x00002000; ret;
0x101518c1: sub [eax], al; add [ebx], al; ret;
0x100ba3ca: mov [esi+0x7C], eax; pop esi; ret;
0x10011793: mov eax, 0x0000008B; pop esi; ret;
0x10068ca5: pop ebp; add esp, 0x00000120; ret;
0x1004b9d9: fisttp word [ecx-0x74EBDBB4]; ret;
0x100117fb: mov eax, 0x00000081; pop esi; ret;
0x10012396: and [eax], al; add [eax], al; ret;
0x1012eea0: mov [edx+0x14], ebx; pop ebx; ret;
0x1013c71c: add [eax], al; add [ebx], ch; ret;
0x10044d69: cmp [esi], ah; add [eax], al; ret;
0x10154145: rcl ecx, 0xFFFFFFE8; pop esi; ret;
0x100e1cb2: push esp; pop es; add dh, dh; ret;
0x100f429b: add [eax-0x18], edx; pop esi; ret;
0x1012b054: add [eax], al; add esp, 0x44; ret;
0x101394a7: ror [edi], cl; xchg eax, esp; ret;
0x1008ce51: cmp [ebx], dh; sar [ebx], cl; ret;
0x1001168f: mov eax, 0x0000008C; pop esi; ret;
0x100116f7: mov eax, 0x0000006E; pop esi; ret;
0x10157d82: mov eax, 0xFFFFFFFA; pop ebx; ret;
0x101397be: add [eax], eax; add [eax], al; ret;
0x10123a08: les ecx, [eax]; add esp, 0x40; ret;
0x100768b8: test [edx], dl; add [eax], al; ret;
0x100137df: add [eax], eax; add [ebx], bh; ret;
0x10011e56: cmp ecx, 0x0000008F; setne al; ret;
0x1011ff40: mov ax, word [ecx+0x00000528]; ret;
0x100f5768: les eax, [eax]; add [eax], al; ret;
0x1009a7eb: or al, 0x33; fstp tword [ebx]; ret;
0x10125cce: les eax, [esi+ebx*2]; pop ebx; ret;
0x100e2ed1: rcr [ebp-0x09], 0xD8; pop ebx; ret;
0x10154f74: les eax, [edi+ebx*2]; pop esi; ret;
0x10011f74: sbb [eax], eax; add [eax], al; ret;
0x1010995d: xor eax, [eax]; add [ebx], bh; ret;
0x100f65a7: mov cs, word [ebx+0x3B410840]; ret;
0x10131f12: test [ecx], al; add [eax], al; ret;
0x100bc768: and [eax], eax; add [ebx], bh; ret;
0x1009bebe: nop; nop; lea eax, [ecx+0x48]; ret;
0x100260ed: nop; nop; nop; inc [ecx+0x18]; ret;
0x100122b1: rol bl, 0x33; sal [ebx], 0xD2; ret;
0x10097ebe: nop; nop; mov eax, [ecx+0x24]; ret;
0x101090b6: sal [ebp+0x03], 0x5E; pop ebp; ret;
0x10150ea2: add eax, [eax]; add [eax], al; ret;
0x1012fcd9: test [eax], al; add [eax], al; ret;
0x10111ef5: add eax, [eax]; add [ebx], bh; ret;
0x1009fd13: mov word [edi-0x17A8EFE2], es; ret;
0x10122a1e: nop; nop; lea eax, [ecx+0x4C]; ret;
0x1012a071: mov [esi+0x68], 0x01; pop esi; ret;
0x10066831: rcr [edi-0x09], 0xD8; pop esi; ret;
0x1006997e: nop; nop; lea eax, [ecx+0x24]; ret;
0x10150c24: les edx, [esi+ebx*2]; pop ebx; ret;
0x101365f8: les edx, [edi+ebx*2]; pop esi; ret;
0x100609ae: nop; nop; lea eax, [ecx+0x30]; ret;
0x10041c7e: nop; nop; mov eax, 0x000000D0; ret;
0x10125364: or bh, al; pop ds; adc al, ch; ret;
0x100124f0: mov eax, [eax]; add [eax], al; ret;
0x1006087e: nop; nop; mov eax, [ecx+0x7C]; ret;
0x1011e615: idiv bh; inc [ebp+0x5E0275C0]; ret;
0x10071cc2: push esp; push cs; add dh, dh; ret;
0x100bb512: push eax; mov edx, [ecx+0x54]; ret;
0x10129297: inc [ebx+0x5E5F14C4]; pop ebx; ret;
0x101090a5: sal [ebp+0x3A], 0x5E; pop ebp; ret;
0x10152c4e: inc eax; mov eax, [ecx+eax*8]; ret;
0x100330be: sbb [eax], eax; add [ebx], bh; ret;
0x101297c0: rcr [edi+0x5E], 0x5D; pop ebx; ret;
0x10044d68: les edi, [eax]; add [eax], al; ret;
0x10159139: pop edi; or eax, ecx; pop esi; ret;
0x10097b9e: pop esi; sar bh, cl; push esi; ret;
0x100e1d0e: nop; nop; lea eax, [ecx+0x64]; ret;
0x10011f08: xchg [eax], al; add [eax], al; ret;
0x101304a5: mov word [ecx+0x0000019A], ax; ret;
0x10132eda: or al, 0x5E; pop ebx; pop edi; ret;
0x1012b304: les ecx, [edi+ebx*2]; pop esi; ret;
0x10132405: inc [ebx-0x3974DB3C]; pop esi; ret;
0x101323b0: inc [ebx-0x3974DF3C]; pop esi; ret;
0x100277cb: sal [ebp+0x03], 0x5F; pop esi; ret;
0x101304f7: add [eax], eax; add [ecx], al; ret;
0x100cf311: xchg [eax], cl; add [ebx], bh; ret;
0x1012b6a9: push 0xC4830000; sbb al, 0x5E; ret;
0x10065d1e: sbb dl, [edi+ecx]; add dh, dh; ret;
0x10109ece: nop; nop; lea eax, [ecx+0x60]; ret;
0x10137415: or al, 0x5F; pop esi; pop ebx; ret;
0x100647ff: les esp, [ecx]; add [eax], al; ret;
0x1015178e: sbb [0x5FC68B10], dl; pop esi; ret;
0x10045abe: nop; nop; lea eax, [ecx+0x34]; ret;
0x1011daab: add [eax], al; sub edi, [ebx]; ret;
0x100ef1bb: add [eax], al; adc [ebx], edi; ret;
0x10137cde: mov [0xC483FFFF], al; inc eax; ret;
0x100e24a2: les edx, [edx]; add [eax], al; ret;
0x100ce7a4: mov bl, [si+0x24]; and dh, dh; ret;
0x1004583e: nop; nop; lea eax, [ecx+0x38]; ret;
0x1014111f: imul edi, edi, 0xFF; push esi; ret;
0x101263bf: out dx, eax; pop edi; pop esi; ret;
0x1002848e: nop; nop; mov eax, 0x000000CB; ret;
0x10131fcd: les ebx, [edi+ebx*2]; pop esi; ret;
0x10141db6: dec [ebx+0x5D5E5FC7]; pop ebx; ret;
0x1006085e: nop; nop; mov eax, [ecx+0x78]; ret;
0x100124a8: lea eax, [eax]; add [eax], al; ret;
0x10109ebe: nop; nop; lea eax, [ecx+0x44]; ret;
0x10041d32: test [ecx], bl; add [eax], al; ret;
0x1004c6de: nop; nop; mov eax, 0x00000005; ret;
0x1005244e: nop; nop; lea eax, [ecx+0x2C]; ret;
0x1010ef7d: les edx, [eax]; add [eax], al; ret;
0x10126ea7: xchg [ecx], al; add [eax], al; ret;
0x1015921d: or [esp+eax+0x00010000], 0x5E; ret;
0x101383df: inc [ebx+0x5D5F08C4]; pop ebx; ret;
0x101317c5: les esp, [edi+ebx*2]; pop esi; ret;
0x101229ce: nop; nop; mov eax, [ecx+0x44]; ret;
0x1008921e: nop; nop; lea eax, [ecx+0x50]; ret;
0x10137dc3: idiv bh; inc [ebx-0x3FCCEB3C]; ret;
0x101229ee: nop; nop; mov eax, [ecx+0x40]; ret;
0x10097ede: nop; nop; mov eax, [ecx+0x28]; ret;
0x100bb4be: nop; nop; mov eax, [ecx+0x6C]; ret;
0x10134a51: add al, 0xF0; sldt word [eax]; ret;
0x1011d90b: add [eax], al; sub [ebx], edi; ret;
0x100e1cee: nop; nop; mov eax, [ecx+0x54]; ret;
0x10097efe: nop; nop; mov eax, [ecx+0x2C]; ret;
0x101229ae: nop; nop; mov eax, [ecx+0x48]; ret;
0x1004c65e: nop; nop; lea eax, [ecx+0x3C]; ret;
0x10130c92: sal [ebp-0x13], 0x5F; pop esi; ret;
0x100996be: nop; nop; mov eax, [ecx+0x4C]; ret;
0x10139acf: add [eax], eax; add [edx], bh; ret;
0x100988be: nop; nop; lea eax, [ecx+0x10]; ret;
0x1008f7be: nop; nop; mov eax, [ecx+0x70]; ret;
0x10099950: mov ax, word [ecx+0x00000246]; ret;
0x1014dc32: les eax, [esi+ebx*2]; pop ebp; ret;
0x100124d8: mov [eax], eax; add [eax], al; ret;
0x10109ede: nop; nop; lea eax, [ecx+0x7C]; ret;
0x100ff658: rcr [esi-0x75], 0xE5; pop ebp; ret;
0x1013fed5: add [eax], eax; add [ebx], ch; ret;
0x1015728a: mov eax, [eax+0x04]; push eax; ret;
0x100bb56e: nop; nop; mov eax, 0x00000008; ret;
0x10151d67: pop esi; mov eax, [eax+edx*8]; ret;
0x1004dc56: adc [eax], eax; add [ebx], bh; ret;
0x1005f06c: pop ebx; mov esp, ebp; pop ebp; ret;
0x100656f6: pop edi; mov eax, esi; pop esi; ret;
0x1012ea58: mov eax, esi; pop edi; pop esi; ret;
0x1007120f: nop; lea eax, [ecx+0x00000398]; ret;
0x1002449f: nop; mov eax, [ecx+0x000013B0]; ret;
0x1011fdbf: nop; mov eax, [ecx+0x00000214]; ret;
0x100891ff: nop; mov eax, [ecx+0x00000090]; ret;
0x10040eef: nop; mov eax, [ecx+0x0000174C]; ret;
0x1004c62f: nop; mov eax, [ecx+0x0000018C]; ret;
0x1012d0db: xor eax, eax; pop edi; pop esi; ret;
0x10136807: mov [esi], 0x00000000; pop esi; ret;
0x10045e3f: nop; lea eax, [ecx+0x00000434]; ret;
0x100769af: nop; mov eax, [ecx+0x00001254]; ret;
0x10061cb9: neg eax; sbb eax, eax; neg eax; ret;
0x1006c5af: nop; mov eax, [ecx+0x00001098]; ret;
0x1001eb1f: nop; lea eax, [ecx+0x00000960]; ret;
0x10123960: mov [esi], 0x10168698; pop esi; ret;
0x1010abaf: nop; mov eax, [ecx+0x00001524]; ret;
0x100bb54f: nop; lea eax, [ecx+0x00004D98]; ret;
0x1010ab2f: nop; lea eax, [ecx+0x0000164C]; ret;
0x100bb53e: nop; nop; fld qword [ecx+0x60]; ret;
0x101272ad: pop esi; mov esp, ebp; pop ebp; ret;
0x10132e5a: mov eax, esi; pop esi; pop ebx; ret;
0x1009999f: nop; lea eax, [ecx+0x0000034C]; ret;
0x10128eb7: add al, 0x16; pop esi; pop edi; ret;
0x100e19a1: pop edi; pop es; add [ebx], bh; ret;
0x1002306f: nop; lea eax, [ecx+0x00000158]; ret;
0x1002930f: nop; mov eax, [ecx+0x00003518]; ret;
0x10025bcf: nop; lea eax, [ecx+0x00000274]; ret;
0x1014c99e: int3; mov ch, al; mov eax, ecx; ret;
0x10153890: pop ebp; mov al, 0x01; pop ebx; ret;
0x1013778b: adc [esi], 0x10; add esp, 0x14; ret;
0x1015a9af: inc ebx; sbb al, 0x5E; pop ebx; ret;
0x100e1d1f: nop; lea eax, [ecx+0x00000A28]; ret;
0x10072f1f: nop; lea eax, [ecx+0x000018F8]; ret;
0x1007b5d3: sbb eax, eax; pop esi; neg eax; ret;
0x1014db45: mov eax, edi; pop edi; pop esi; ret;
0x1002868f: nop; lea eax, [ecx+0x000000A0]; ret;
0x10102cd6: pop eax; add al, 0x5E; pop ebx; ret;
0x10072f9f: nop; lea eax, [ecx+0x00002B00]; ret;
0x10014cbf: nop; mov eax, [ecx+0x00000180]; ret;
0x100e90bf: nop; lea eax, [ecx+0x00005918]; ret;
0x1001a4cf: nop; lea eax, [ecx+0x00000258]; ret;
0x10072c4e: nop; nop; inc [ecx+0x00001500]; ret;
0x101585ac: mov eax, ebx; pop ebp; pop ebx; ret;
0x100bb42f: nop; lea eax, [ecx+0x00000458]; ret;
0x10045a9f: nop; mov eax, [ecx+0x00000340]; ret;
0x1013981a: add [ecx+ecx*8-0x3FCCFC8B], al; ret;
0x1013383f: pop edi; mov al, 0x03; pop esi; ret;
0x10040fef: nop; lea eax, [ecx+0x0000040C]; ret;
0x100710ef: nop; mov eax, [ecx+0x000017E0]; ret;
0x1002434f: nop; mov eax, [ecx+0x000015DC]; ret;
0x10040e7f: nop; mov eax, [ecx+0x00000740]; ret;
0x1006084f: nop; lea eax, [ecx+0x000000CC]; ret;
0x10040ebf: nop; lea eax, [ecx+0x00000748]; ret;
0x1010ab8f: nop; lea eax, [ecx+0x0000131C]; ret;
0x1001249c: test [eax], eax; add [eax], al; ret;
0x1006a28f: nop; mov eax, [ecx+0x0000052C]; ret;
0x100bc0cf: nop; mov eax, [ecx+0x0000129C]; ret;
0x101130fa: pop edi; xor eax, eax; pop esi; ret;
0x100699bf: nop; lea eax, [ecx+0x00001254]; ret;
0x100245df: nop; lea eax, [ecx+0x00003F38]; ret;
0x1001e58f: nop; mov eax, [ecx+0x0000014C]; ret;
0x1009407f: nop; mov eax, [ecx+0x0000304C]; ret;
0x10067e4f: nop; lea eax, [ecx+0x00000520]; ret;
0x10067bbf: nop; lea eax, [ecx+0x00000264]; ret;
0x10128f20: inc edi; add al, 0x5F; pop ebp; ret;
0x1006a33f: nop; lea eax, [ecx+0x0000021C]; ret;
0x1006081f: nop; lea eax, [ecx+0x000004E4]; ret;
0x1008dcdf: nop; mov eax, [ecx+0x00000158]; ret;
0x1002454f: nop; lea eax, [ecx+0x00000360]; ret;
0x1002818f: nop; mov eax, [ecx+0x0000042C]; ret;
0x100295ef: nop; mov eax, [ecx+0x000033E8]; ret;
0x1010ab9f: nop; lea eax, [ecx+0x00001420]; ret;
0x100e910f: nop; lea eax, [ecx+0x00005960]; ret;
0x10041edf: nop; lea eax, [ecx+0x00001778]; ret;
0x10098f7f: nop; lea eax, [ecx+0x0000010C]; ret;
0x1012b1e6: adc [esi], 0x0CC48310; pop esi; ret;
0x10137ca3: mov [0xC483FFFF], eax; inc esp; ret;
0x1007698f: nop; mov eax, [ecx+0x00001274]; ret;
0x10056193: test [ebx], ecx; add [ebx], al; ret;
0x10025f0f: nop; lea eax, [ecx+0x00001010]; ret;
0x100609bf: nop; mov eax, [ecx+0x000001D4]; ret;
0x100bb43f: nop; lea eax, [ecx+0x000033D8]; ret;
0x1007688f: nop; mov eax, [ecx+0x0000127C]; ret;
0x1014de98: mov eax, [eax+0x18]; inc [eax]; ret;
0x1009902f: nop; mov eax, [ecx+0x00000350]; ret;
0x10072c5f: nop; mov eax, [ecx+0x00001504]; ret;
0x1011ffef: nop; lea eax, [ecx+0x00000840]; ret;
0x100207ac: pop esi; xor eax, eax; pop ebx; ret;
0x101343fa: mov eax, ebx; pop esi; pop ebx; ret;
0x10041d8f: nop; mov eax, [ecx+0x00001990]; ret;
0x1002374f: nop; mov eax, [ecx+0x00000314]; ret;
0x1002372f: nop; mov eax, [ecx+0x00000310]; ret;
0x10072ebf: nop; lea eax, [ecx+0x000016F0]; ret;
0x10134082: pop ebp; add al, 0x04; pop ebx; ret;
0x1002ea2f: nop; mov eax, [ecx+0x00001128]; ret;
0x10154f04: clc; or al, 0x72; xor eax, eax; ret;
0x10014c2f: nop; mov eax, [ecx+0x00000170]; ret;
0x100295cf: nop; mov eax, [ecx+0x000034F4]; ret;
0x10099a5f: nop; lea eax, [ecx+0x0000075C]; ret;
0x1007125f: nop; mov eax, [ecx+0x000005A4]; ret;
0x100712ef: nop; lea eax, [ecx+0x000015B0]; ret;
0x10040e4f: nop; lea eax, [ecx+0x0000063C]; ret;
0x1011fedf: nop; lea eax, [ecx+0x00003944]; ret;
0x1014c697: pop esi; mov [edx], 0x00000003; ret;
0x10014cae: nop; nop; inc [ecx+0x0000017C]; ret;
0x101539cb: pop ebp; xor eax, eax; pop ebx; ret;
0x1007142f: nop; mov eax, [ecx+0x00001820]; ret;
0x10014cde: nop; nop; inc [ecx+0x00000180]; ret;
0x100489d9: add al, 0x5F; pop esi; pop ebx; ret;
0x10026a8f: nop; lea eax, [ecx+0x000059D0]; ret;
0x100e23df: nop; mov eax, [ecx+0x000012AC]; ret;
0x10090419: xor eax, eax; pop esi; pop ecx; ret;
0x10099abe: nop; nop; fld qword [ecx+0x18]; ret;
0x100999cf: nop; lea eax, [ecx+0x00000658]; ret;
0x1001eb2f: nop; lea eax, [ecx+0x0000097C]; ret;
0x10040ec2: dec eax; pop es; add [eax], al; ret;
0x10072c2f: nop; mov eax, [ecx+0x00001500]; ret;
0x1015181e: cmp al, 0x5B; pop esi; pop ebp; ret;
0x10067d4e: nop; nop; inc [ecx+0x0000008C]; ret;
0x10040f0f: nop; lea eax, [ecx+0x00001750]; ret;
0x1015237a: and al, 0x5E; pop edi; pop ebx; ret;
0x1007127f: nop; lea eax, [ecx+0x000005A8]; ret;
0x10040ea2: inc esp; pop es; add [eax], al; ret;
0x1007683f: nop; lea eax, [ecx+0x0000128C]; ret;
0x10014c9e: nop; nop; inc [ecx+0x00000178]; ret;
0x1009900f: nop; lea eax, [ecx+0x00000340]; ret;
0x10011e88: push 0x00000000; add [eax], al; ret;
0x100711cf: nop; mov eax, [ecx+0x00000394]; ret;
0x1001bf1f: nop; lea eax, [ecx+0x00000314]; ret;
0x1008928b: xor eax, eax; pop ebx; pop ecx; ret;
0x1006998f: nop; lea eax, [ecx+0x00001128]; ret;
0x1007119f: nop; lea eax, [ecx+0x00000350]; ret;
0x10067e2f: nop; mov eax, [ecx+0x000000B8]; ret;
0x100e90cf: nop; lea eax, [ecx+0x00005940]; ret;
0x1008d98a: add [ecx], 0x00; add [ebx], bh; ret;
0x1002940f: nop; mov eax, [ecx+0x00003508]; ret;
0x1010abcf: nop; lea eax, [ecx+0x00001528]; ret;
0x1002851f: nop; lea eax, [ecx+0x000019B8]; ret;
0x1001bf5f: nop; mov eax, [ecx+0x00000358]; ret;
0x101369a3: and al, 0x04; pop esi; pop ecx; ret;
0x100e9112: pushad; pop ecx; add [eax], al; ret;
0x1014c642: pop esi; mov [edx], 0x00000001; ret;
0x10137347: dec eax; adc al, 0x5F; pop esi; ret;
0x100bb4df: nop; lea eax, [ecx+0x00000084]; ret;
0x100243ef: nop; mov eax, [ecx+0x000003A0]; ret;
0x1011ff5f: nop; lea eax, [ecx+0x0000052A]; ret;
0x100b84df: nop; mov eax, [ecx+0x000000A4]; ret;
0x1010660e: into; fdivr st0, st7; push esi; ret;
0x10041c9f: nop; lea eax, [ecx+0x00002E40]; ret;
0x100242df: nop; lea eax, [ecx+0x000027E8]; ret;
0x1004c4ff: nop; lea eax, [ecx+0x00000214]; ret;
0x1003071f: nop; mov eax, [ecx+0x0000126C]; ret;
0x100e90df: nop; lea eax, [ecx+0x0000597C]; ret;
0x1013ad40: adc [esi], 0x08C48310; pop esi; ret;
0x1001472f: nop; lea eax, [ecx+0x00000230]; ret;
0x1004c51f: nop; lea eax, [ecx+0x00000694]; ret;
0x1013ac73: dec esp; adc [esi], 0x10C48310; ret;
0x10099a62: pop esp; pop es; add [eax], al; ret;
0x100e237f: nop; mov eax, [ecx+0x000012A0]; ret;
0x100767ef: nop; mov eax, [ecx+0x000012D0]; ret;
0x100b849f: nop; mov eax, [ecx+0x00000098]; ret;
0x1015eee5: dec ebp; cmp bh, 0xFF; pop ecx; ret;
0x10041e5f: nop; mov eax, [ecx+0x00002E70]; ret;
0x100244bf: nop; lea eax, [ecx+0x000013B4]; ret;
0x1002447f: nop; mov eax, [ecx+0x000013AC]; ret;
0x100245af: nop; lea eax, [ecx+0x000016E4]; ret;
0x100999ff: nop; lea eax, [ecx+0x00000450]; ret;
0x1004619f: nop; mov eax, [ecx+0x00000348]; ret;
0x1010ab1f: nop; lea eax, [ecx+0x00001630]; ret;
0x100293fe: nop; nop; inc [ecx+0x00003504]; ret;
